epoch_time,sat_id,sat_X,sat_Y,sat_Z,health,elevation_deg,rho,satellite_clock_bias,satellite_clock_correction_m,ionosphere_error,troposphere_error,receiver_clock_error,noise_error,sisre_error,raw_simulated_pseudorange,corrected_pseudorange
2026-04-01 00:00:00,C37,-40201.626857863586,190838.89814450886,259520.94602035568,0.0,61.124914476725486,6078692.751551787,0.0,0.0,6.200990491291638,2.1568987467596705,55.65264278391179,-0.12427575622977523,1.333887129128041,6078757.971695183,6078757.971695183
2026-04-01 00:00:00,C38,-6072001.576858267,11488683.559783753,-21288068.546107803,0.0,-75.65148139415918,25634903.61988695,0.0,0.0,11.090320569365712,2.315039570222932,35.288629116107636,0.08241415021901306,-0.3753853218298573,25634952.020905033,25634952.020905033
2026-04-01 00:00:00,C40,-8246301.060416328,25404250.073750336,10210136.071813516,0.0,-86.84701768348485,22372815.086083535,0.0,0.0,11.022790325109908,3.9535544050188087,63.0917368825049,-0.22607145073064905,-0.38115184770586163,22372892.54694185,22372892.54694185
2026-04-01 00:00:00,C41,-237.0089319629845,239.10736763894838,-498.4755614621111,0.0,1.9331169036906959,6372674.956333217,0.0,0.0,6.475317130841102,4.473474776488157,32.98663124235043,0.044544180961472966,-0.5592682254749137,6372718.377032322,6372718.377032322
2026-04-01 00:00:00,C42,-177.29003783934203,-230.64460364981417,-27.16584754513166,0.0,-26.847513967549165,6372827.221974454,0.0,0.0,13.451995826743403,1.2010274451699763,58.41220409265865,0.1365095677820669,-0.036597972653554287,6372900.387113413,6372900.387113413
2026-04-01 00:00:00,C43,-90931.47614490282,20106.889490461057,104008.91764331747,0.0,44.164143435615586,6272705.716725985,0.0,0.0,14.726748004222294,2.442579255374444,49.116761404434875,0.6112026515890906,-0.5968885777797188,6272772.017128723,6272772.017128723
2026-04-01 00:00:00,C44,36750.0432153959,-174779.04457430824,48285.196289141546,0.0,-40.150558265474515,6500166.182159358,0.0,0.0,12.658246952503827,4.3946671844491085,45.909833011776975,-0.7439225035906036,0.6230823243794333,6500229.024066327,6500229.024066327
2026-04-01 00:00:00,C45,238454.94902926302,-117146.92963080875,-139823.54314812785,0.0,-57.742214602142305,6622485.711376652,0.0,0.0,15.645870135733777,3.4111015006796768,55.662675453342345,0.014289642143465599,0.3778493676572703,6622560.823162751,6622560.823162751
2026-04-01 00:00:00,C46,-159033.85284966487,-50017.24815353039,-85366.71279474215,0.0,-12.563728776267345,6401253.882427101,0.0,0.0,13.505341363940465,6.0437685976530275,71.36302150967097,-0.2781559781030837,-0.06066024703782337,6401344.455742348,6401344.455742348
2026-04-01 00:00:00,C47,15153.270043675278,6146.692823637062,-22900.59330050732,0.0,-25.775592626548843,6384881.358442993,0.0,0.0,10.061822249632321,4.0027324894093566,35.65922735091618,-0.33772992270401614,0.28887694425297084,6384931.033372104,6384931.033372104
2026-04-01 00:00:00,C48,21775.09220879787,17083.400648388666,12119.41747076461,0.0,22.749102160808334,6360950.766164268,0.0,0.0,12.657646058679472,4.028391313973016,76.7161073758607,0.00875100647343678,0.7701859149043965,6361044.947245939,6361044.947245939
2026-04-01 00:00:00,C49,-17200.872057350996,12503.3293201462,14194.159560718495,0.0,64.64892044500812,6349580.84021478,0.0,0.0,7.911299004589118,2.142654676021896,65.86255985561067,0.21496699803273664,-1.2513020408980806,6349655.720393273,6349655.720393273
2026-04-01 00:00:00,C50,-9283.737420523761,-19250.414617006474,4747.103204163609,0.0,-25.68836360315091,6382154.805585776,0.0,0.0,7.437610186319156,5.660085910539082,55.67889762910264,-0.02978754202341737,-0.7425820223094762,6382222.809809939,6382222.809809939
